id,x,y,title,url,htrc86,htrc6
loc.ark+=13960=t1bk1tj10,487.85944,318.736317,"Some wholesome educational statistics,",http://hdl.handle.net/2027/loc.ark/13960/t1bk1tj10,false,false
loc.ark+=13960=t1bk20d7j,446.96484,195.85075,Status of child study in Europe;,http://hdl.handle.net/2027/loc.ark/13960/t1bk20d7j,false,false
loc.ark+=13960=t1bk2450p,477.450583,257.8224566,"Methods of teaching in high schools,",http://hdl.handle.net/2027/loc.ark/13960/t1bk2450p,false,false
loc.ark+=13960=t1cj96k9v,446.96484,195.85075,"The picture completion test,",http://hdl.handle.net/2027/loc.ark/13960/t1cj96k9v,false,false
loc.ark+=13960=t1hh78q7n,477.450583,257.8224566,Should Latin and Greek be required for the degree of bachelor of arts.,http://hdl.handle.net/2027/loc.ark/13960/t1hh78q7n,false,false
loc.ark+=13960=t1kh19k83,477.450583,257.8224566,Official souvenir program of the eventh annual Conference of eastern public education associations ...,http://hdl.handle.net/2027/loc.ark/13960/t1kh19k83,false,false
loc.ark+=13960=t1mg82w7c,446.96484,195.85075,"An experimental study of abnormal children,",http://hdl.handle.net/2027/loc.ark/13960/t1mg82w7c,false,false
loc.ark+=13960=t1pg26z78,485.9425,312.59204,"Brissot de Warville; a study in the history of the French revolution, by Eloise Ellery.",http://hdl.handle.net/2027/loc.ark/13960/t1pg26z78,false,false
loc.ark+=13960=t1pg29c7w,487.85944,318.736317,American colleges: their students and work.,http://hdl.handle.net/2027/loc.ark/13960/t1pg29c7w,false,false
loc.ark+=13960=t1qf9fs5k,473.80191,232.1019875,Bulletin for administrative authorities of universities and colleges.,http://hdl.handle.net/2027/loc.ark/13960/t1qf9fs5k,false,false
loc.ark+=13960=t1zc85578,249.52077,321.19403,"Tentative roster of the Third regiment, South Carolina volunteers, Confederate States provisional army. Ed. by A. S. Salley, jr. ...",http://hdl.handle.net/2027/loc.ark/13960/t1zc85578,false,false
loc.ark+=13960=t1zc8jn35,484.02557,315.04975,"Education as a science,",http://hdl.handle.net/2027/loc.ark/13960/t1zc8jn35,false,false
loc.ark+=13960=t20c5qh4c,480.191696,226.5721406,"A preliminary bibliography of modern criminal law and criminology, by John H. Wigmore.",http://hdl.handle.net/2027/loc.ark/13960/t20c5qh4c,false,false
loc.ark+=13960=t22b9sz6s,492.019222693548,279.0719862752688,"The Andaman islanders; a study in anthropology (Anthony Wilkin studentship research, 1906) by A.R. Brown.",http://hdl.handle.net/2027/loc.ark/13960/t22b9sz6s,false,false
loc.ark+=13960=t2988vk4t,484.02557,315.04975,An ideal school;,http://hdl.handle.net/2027/loc.ark/13960/t2988vk4t,false,false
loc.ark+=13960=t2988xm05,498.136144887218,227.669159360902,"Supply and demand, by Hubert D. Henderson, with an introduction by J.M. Keynes.",http://hdl.handle.net/2027/loc.ark/13960/t2988xm05,false,false
loc.ark+=13960=t2c82x89c,487.85944,318.736317,Educational facilities in the United States for South African students;,http://hdl.handle.net/2027/loc.ark/13960/t2c82x89c,false,false
loc.ark+=13960=t2c833t52,487.85944,318.736317,"The rural school in the United States,",http://hdl.handle.net/2027/loc.ark/13960/t2c833t52,false,false
loc.ark+=13960=t2d79z74j,484.02557,315.04975,"A broader elementary education, by J. P. Gordy.",http://hdl.handle.net/2027/loc.ark/13960/t2d79z74j,false,false
loc.ark+=13960=t2f76zz82,477.450583,257.8224566,The songs and music of Friedrich Froebel's Mother play (Mutter und kose lieder),http://hdl.handle.net/2027/loc.ark/13960/t2f76zz82,false,false
loc.ark+=13960=t2g746f3c,487.85944,318.736317,"The rural school in the United States,",http://hdl.handle.net/2027/loc.ark/13960/t2g746f3c,false,false
loc.ark+=13960=t2j67z488,487.85944,318.736317,"Statistical review of higher education in the United States,",http://hdl.handle.net/2027/loc.ark/13960/t2j67z488,false,false
loc.ark+=13960=t2k64zh8c,188.503134916667,185.224738979167,"A syllabus of household management, by Mary Louise Furst.",http://hdl.handle.net/2027/loc.ark/13960/t2k64zh8c,false,false
loc.ark+=13960=t2m62825c,477.450583,257.8224566,"Manual of the Board of education, state of Kansas, for the use of accredited educational institutions,",http://hdl.handle.net/2027/loc.ark/13960/t2m62825c,false,false
loc.ark+=13960=t2p569z95,477.450583,257.8224566,The wise man of the Scriptures;,http://hdl.handle.net/2027/loc.ark/13960/t2p569z95,false,false
loc.ark+=13960=t2r503c40,446.96484,195.85075,"The psychology of childhood, by Frederick Tracy.",http://hdl.handle.net/2027/loc.ark/13960/t2r503c40,false,false
loc.ark+=13960=t2v41bv9j,484.02557,315.04975,Education as a science. By Alexander Bain.,http://hdl.handle.net/2027/loc.ark/13960/t2v41bv9j,false,false
loc.ark+=13960=t2v41bx1k,477.450583,257.8224566,A study of educational conditions in Mexico and an appeal for an independent college.,http://hdl.handle.net/2027/loc.ark/13960/t2v41bx1k,false,false
loc.ark+=13960=t2v41cn79,482.200714298246,299.4762566754386,The artilleryman;,http://hdl.handle.net/2027/loc.ark/13960/t2v41cn79,false,false
loc.ark+=13960=t2w38cn0j,446.96484,195.85075,"Brightness and dullness in children, by Herbert Woodrow ...",http://hdl.handle.net/2027/loc.ark/13960/t2w38cn0j,false,false
loc.ark+=13960=t2x35903t,485.623015,307.0621885,"Historical materialism and the economics of Karl Marx, by Benedetto Croce, tr. by C.M. Meredith with an introduction by A.D. Lindsay ...",http://hdl.handle.net/2027/loc.ark/13960/t2x35903t,false,false
loc.ark+=13960=t3126mz4t,477.450583,257.8224566,"School management and school methods,",http://hdl.handle.net/2027/loc.ark/13960/t3126mz4t,false,false
loc.ark+=13960=t3223dq7t,485.623015,307.0621885,"Historical philosophy in France and French Belgium and Switzerland, by Robert Flint.",http://hdl.handle.net/2027/loc.ark/13960/t3223dq7t,false,false
loc.ark+=13960=t3223hp26,485.834151666667,318.776244,Remains in verse and prose of Arthur Henry Hallam. With a preface and memoir.,http://hdl.handle.net/2027/loc.ark/13960/t3223hp26,false,false
loc.ark+=13960=t3320k68t,477.450583,257.8224566,"The educative process,",http://hdl.handle.net/2027/loc.ark/13960/t3320k68t,false,false
loc.ark+=13960=t3417kt71,446.96484,195.85075,"The psychology of childhood,",http://hdl.handle.net/2027/loc.ark/13960/t3417kt71,false,false
loc.ark+=13960=t3902xm7s,477.450583,257.8224566,"Psychologic method in teaching, by William Arch McKeever.",http://hdl.handle.net/2027/loc.ark/13960/t3902xm7s,false,false
loc.ark+=13960=t39z9wt3f,477.450583,257.8224566,"The junior high school, by Thomas H. Briggs.",http://hdl.handle.net/2027/loc.ark/13960/t39z9wt3f,false,false
loc.ark+=13960=t3gx4z93v,477.450583,257.8224566,"Outline of requirements for normal training high schools,",http://hdl.handle.net/2027/loc.ark/13960/t3gx4z93v,false,false
loc.ark+=13960=t3qv4b444,193.115023333333,291.2918733333333,The Mexican people: their struggle for freedom [by] L. Gutierrez de Lara and Edgcumb Pinchon. Illustrated from photographs.,http://hdl.handle.net/2027/loc.ark/13960/t3qv4b444,false,false
loc.ark+=13960=t3rv14c5f,479.90466,269.154567,"The fools of Shakespeare; an interpretation of their wit, wisdom and personalities, by Frederick Warde.",http://hdl.handle.net/2027/loc.ark/13960/t3rv14c5f,false,false
loc.ark+=13960=t3vt28p72,484.02557,315.04975,The inductive determination of educational method;,http://hdl.handle.net/2027/loc.ark/13960/t3vt28p72,false,false
loc.ark+=13960=t3ws98b76,486.00742,319.110134,"Enjoying life, and other literary remains of W. N. P. Barbellion [pseud.]",http://hdl.handle.net/2027/loc.ark/13960/t3ws98b76,false,false
loc.ark+=13960=t3ws9f77x,477.450583,257.8224566,Training class syllabus.,http://hdl.handle.net/2027/loc.ark/13960/t3ws9f77x,false,false
loc.ark+=13960=t3ws9h064,477.450583,257.8224566,"The logical bases of education, by J. Welton.",http://hdl.handle.net/2027/loc.ark/13960/t3ws9h064,false,false
loc.ark+=13960=t3zs36x2x,477.450583,257.8224566,A modern school.,http://hdl.handle.net/2027/loc.ark/13960/t3zs36x2x,false,false
loc.ark+=13960=t3zs3dz8r,482.200714298246,299.4762566754386,"Obstacles to peace, by S.S. McClure.",http://hdl.handle.net/2027/loc.ark/13960/t3zs3dz8r,false,false
loc.ark+=13960=t40s07f8d,477.450583,257.8224566,"Industrial arts in our elementary schools, by A. H. Edgerton.",http://hdl.handle.net/2027/loc.ark/13960/t40s07f8d,false,false
loc.ark+=13960=t4bp09p12,249.52077,321.19403,American hero-myths. A study in the native religions of the western continent. By Daniel G. Brinton.,http://hdl.handle.net/2027/loc.ark/13960/t4bp09p12,false,false
loc.ark+=13960=t4dn4pt2p,485.834151666667,318.776244,"The critical principle of the reconciliation of opportunities as employed by Colebridge,",http://hdl.handle.net/2027/loc.ark/13960/t4dn4pt2p,false,false
loc.ark+=13960=t4fn1rm1h,484.517685,321.3375605,"The Greek romances in Elizabethan prose fiction, by Samuel Lee Wolff ...",http://hdl.handle.net/2027/loc.ark/13960/t4fn1rm1h,false,false
loc.ark+=13960=t4hm60m1k,482.7476,347.0,Classification and index.,http://hdl.handle.net/2027/loc.ark/13960/t4hm60m1k,false,false
loc.ark+=13960=t4hm61s17,477.450583,257.8224566,"Literature in the school; aims, methods and interpretations, by John S. Welch.",http://hdl.handle.net/2027/loc.ark/13960/t4hm61s17,false,false
loc.ark+=13960=t4mk6z748,477.450583,257.8224566,Whole vs. part methods in motor learning.,http://hdl.handle.net/2027/loc.ark/13960/t4mk6z748,false,false
loc.ark+=13960=t4pk14672,477.450583,257.8224566,"Class of eighty-five,",http://hdl.handle.net/2027/loc.ark/13960/t4pk14672,false,false
loc.ark+=13960=t4rj55m27,484.02557,315.04975,Principles and practices of teaching. By James Johonnot.,http://hdl.handle.net/2027/loc.ark/13960/t4rj55m27,false,false
loc.ark+=13960=t4sj2047g,482.200714298246,299.4762566754386,"Japan or Germany; the inside story of the struggle in Siberia, by Frederic Coleman...",http://hdl.handle.net/2027/loc.ark/13960/t4sj2047g,false,false
loc.ark+=13960=t4sj22k4p,484.517685,321.3375605,Masters of the English novel; a study of principles and personalities.,http://hdl.handle.net/2027/loc.ark/13960/t4sj22k4p,false,false
loc.ark+=13960=t4th9845f,477.450583,257.8224566,"Suggestion note-book, prepared especially for teachers visiting foreign schools, by Frederick Alwin King.",http://hdl.handle.net/2027/loc.ark/13960/t4th9845f,false,false
loc.ark+=13960=t4th9899m,477.450583,257.8224566,"The assault on humanism,",http://hdl.handle.net/2027/loc.ark/13960/t4th9899m,false,false
loc.ark+=13960=t4xh0br0f,477.450583,257.8224566,"The adjustment of school to individual and community needs,",http://hdl.handle.net/2027/loc.ark/13960/t4xh0br0f,false,false
loc.ark+=13960=t52f86450,446.96484,195.85075,A comparative study of the play activities of adult savages and civilized children;,http://hdl.handle.net/2027/loc.ark/13960/t52f86450,false,false
loc.ark+=13960=t52f87d4h,477.450583,257.8224566,"A study of high school pupils, with a view of determining the extent of recollection of once familiar facts, by Emmanuel Wilson Cober.",http://hdl.handle.net/2027/loc.ark/13960/t52f87d4h,false,false
loc.ark+=13960=t52f8g111,477.450583,257.8224566,Education for social efficiency;,http://hdl.handle.net/2027/loc.ark/13960/t52f8g111,false,false
loc.ark+=13960=t53f4vc68,95.0427498627451,267.4161882568627,"Our nation's peril; social ideals and social progress,",http://hdl.handle.net/2027/loc.ark/13960/t53f4vc68,false,false
loc.ark+=13960=t53f5d318,484.02557,315.04975,"Scientific management in education,",http://hdl.handle.net/2027/loc.ark/13960/t53f5d318,false,false
loc.ark+=13960=t53f5gx5s,498.72205,220.42786,The moral instruction of children / by Felix Adler.,http://hdl.handle.net/2027/loc.ark/13960/t53f5gx5s,false,false
loc.ark+=13960=t53f5hx56,479.90466,269.154567,A course of studies in English history : illustrated by legendary and historical plays of William Shakespeare / by Lucy E. Morris.,http://hdl.handle.net/2027/loc.ark/13960/t53f5hx56,false,false
loc.ark+=13960=t54f2fq0f,127.744935333333,245.86562166666698,Origin of cultivated plants. By Alphonse de Candolle.,http://hdl.handle.net/2027/loc.ark/13960/t54f2fq0f,false,false
loc.ark+=13960=t55d9k225,477.450583,257.8224566,State manual of the courses of study for the high schools of Oregon.,http://hdl.handle.net/2027/loc.ark/13960/t55d9k225,false,false
loc.ark+=13960=t59c7d462,487.85944,318.736317,"The state institutions of higher education in Texas, their past services, future possiblities and present financial condition: a discussion by the Educational campaign committee of the Organization for the enlargement by the state of Texas of its institutions of higher education.",http://hdl.handle.net/2027/loc.ark/13960/t59c7d462,false,false
loc.ark+=13960=t59c7pf8c,477.450583,257.8224566,"Alumni directory, the University of Chicago, 1913 / compiled by the Alumni Council.",http://hdl.handle.net/2027/loc.ark/13960/t59c7pf8c,false,false
loc.ark+=13960=t5bc4gc3r,477.450583,257.8224566,"Herbart and Froebel: an attempt at synthesis,",http://hdl.handle.net/2027/loc.ark/13960/t5bc4gc3r,false,false
loc.ark+=13960=t5bc4nw60,482.200714298246,299.4762566754386,Columbia's war work.,http://hdl.handle.net/2027/loc.ark/13960/t5bc4nw60,false,false
loc.ark+=13960=t5cc1h811,477.450583,257.8224566,"The educational theories of Herbart and Froebel,",http://hdl.handle.net/2027/loc.ark/13960/t5cc1h811,false,false
loc.ark+=13960=t5h99rj6h,484.02557,315.04975,Education and the general welfare;,http://hdl.handle.net/2027/loc.ark/13960/t5h99rj6h,false,false
loc.ark+=13960=t5k93v46q,446.96484,195.85075,A comparative study of achievement in country and town schools / by Norman Frost.,http://hdl.handle.net/2027/loc.ark/13960/t5k93v46q,false,false
loc.ark+=13960=t5p851c2b,498.136144887218,227.669159360902,"Economic crises, by Edward D. Jones ...",http://hdl.handle.net/2027/loc.ark/13960/t5p851c2b,false,false
loc.ark+=13960=t5q81df8g,95.0427498627451,267.4161882568627,"Our nation's peril; social ideals and social progress,",http://hdl.handle.net/2027/loc.ark/13960/t5q81df8g,false,false
loc.ark+=13960=t5q81zb0w,477.450583,257.8224566,What is education? / by Ernest Carroll Moore.,http://hdl.handle.net/2027/loc.ark/13960/t5q81zb0w,false,false
loc.ark+=13960=t5t73584r,477.450583,257.8224566,Training class syllabus.,http://hdl.handle.net/2027/loc.ark/13960/t5t73584r,false,false
loc.ark+=13960=t5v69z723,175.13579,310.134328,"Confessions of a schoolmaster, and other essays / by Lewis R. Harley.",http://hdl.handle.net/2027/loc.ark/13960/t5v69z723,false,false
loc.ark+=13960=t5w67702t,477.450583,257.8224566,"The philosophy of the humanities,",http://hdl.handle.net/2027/loc.ark/13960/t5w67702t,false,false
loc.ark+=13960=t5x648b6t,498.136144887218,227.669159360902,"An introduction to economics, by Graham A. Laing ...",http://hdl.handle.net/2027/loc.ark/13960/t5x648b6t,false,false
loc.ark+=13960=t5z614k50,485.834151666667,318.776244,"Walter Pater, by Ferris Greenslet.",http://hdl.handle.net/2027/loc.ark/13960/t5z614k50,false,false
loc.ark+=13960=t5z618n23,498.136144887218,227.669159360902,A century of prices;,http://hdl.handle.net/2027/loc.ark/13960/t5z618n23,false,false
loc.ark+=13960=t6737d86r,484.02557,315.04975,"The elements of pedagogy; A manual for teachers, normal schools, normal institutes and all persons interested in school education.",http://hdl.handle.net/2027/loc.ark/13960/t6737d86r,false,false
loc.ark+=13960=t6737h09v,479.014297142857,247.867190857143,"Report of the committee of the National council of education on standards and tests for measuring the efficiency of schools or systems of schools,",http://hdl.handle.net/2027/loc.ark/13960/t6737h09v,false,false
loc.ark+=13960=t6834db0x,485.834151666667,318.776244,English childhood;,http://hdl.handle.net/2027/loc.ark/13960/t6834db0x,false,false
loc.ark+=13960=t6834jn70,477.450583,257.8224566,Majority report of Special committee on education; participation of the federal government in education ...,http://hdl.handle.net/2027/loc.ark/13960/t6834jn70,false,false
loc.ark+=13960=t6d22f329,477.450583,257.8224566,The psychology of mentally deficient children ...,http://hdl.handle.net/2027/loc.ark/13960/t6d22f329,false,false
loc.ark+=13960=t6d22r13m,477.450583,257.8224566,Mental discipline and educational values,http://hdl.handle.net/2027/loc.ark/13960/t6d22r13m,false,false
loc.ark+=13960=t6f19kg11,477.450583,257.8224566,The mottoes and commentaries of Friedrich Froebel's Mother play.,http://hdl.handle.net/2027/loc.ark/13960/t6f19kg11,false,false
loc.ark+=13960=t6g16h27w,122.4480925,316.5858205,Preface to The history of nations...,http://hdl.handle.net/2027/loc.ark/13960/t6g16h27w,false,false
loc.ark+=13960=t6g16md64,477.450583,257.8224566,"Psychology applied to the art of teaching,",http://hdl.handle.net/2027/loc.ark/13960/t6g16md64,false,false
loc.ark+=13960=t6g16mj7d,484.02557,315.04975,"The elements of pedagogy. A manual for teachers, normal schools, normal institutes ... and all persons interested in school education; by Emerson E. White ...",http://hdl.handle.net/2027/loc.ark/13960/t6g16mj7d,false,false
loc.ark+=13960=t6n01wp1x,477.450583,257.8224566,Making a college newspaper.,http://hdl.handle.net/2027/loc.ark/13960/t6n01wp1x,false,false
loc.ark+=13960=t6nz8z914,103.04675547619,304.53110797619047,The sketch book ...,http://hdl.handle.net/2027/loc.ark/13960/t6nz8z914,false,false
loc.ark+=13960=t6pz5v76k,477.450583,257.8224566,"The principles of education, by William Carl Ruediger ...",http://hdl.handle.net/2027/loc.ark/13960/t6pz5v76k,false,false
loc.ark+=13960=t6pz5wb9s,482.200714298246,299.4762566754386,"The battle of the Marne, by George Herbert Perris with twelve maps.",http://hdl.handle.net/2027/loc.ark/13960/t6pz5wb9s,false,false
loc.ark+=13960=t6pz60z23,477.450583,257.8224566,"The rural teacher and his work in community leadership, in school administration, and in mastery of the school subjects, by Harold Waldstein Foght.",http://hdl.handle.net/2027/loc.ark/13960/t6pz60z23,false,false
loc.ark+=13960=t6qz2m076,485.58671,305.42493125,Methods and Outlines in United States History.,http://hdl.handle.net/2027/loc.ark/13960/t6qz2m076,false,false
loc.ark+=13960=t6qz2pw66,477.450583,257.8224566,"Perception of children, by Will S. Monroe.",http://hdl.handle.net/2027/loc.ark/13960/t6qz2pw66,false,false
loc.ark+=13960=t6tx3z57j,477.450583,257.8224566,"Friedrich Froebel's Education by development,",http://hdl.handle.net/2027/loc.ark/13960/t6tx3z57j,false,false
loc.ark+=13960=t6vx10307,446.96484,195.85075,The psychology of childhood ...,http://hdl.handle.net/2027/loc.ark/13960/t6vx10307,false,false
loc.ark+=13960=t6xw55h4d,477.450583,257.8224566,"The adjustment of school to individual and community needs,",http://hdl.handle.net/2027/loc.ark/13960/t6xw55h4d,false,false
loc.ark+=13960=t6zw2312h,446.96484,195.85075,"The study of the child; a brief treatise on the psychology of the child, with suggestions for teachers, students, and parents; by A. R. Taylor.",http://hdl.handle.net/2027/loc.ark/13960/t6zw2312h,false,false
loc.ark+=13960=t6zw28b90,485.623015,307.0621885,"How to study and teach history, with particular reference to the history of the United States, by B. A. Hinsdale ...",http://hdl.handle.net/2027/loc.ark/13960/t6zw28b90,false,false
loc.ark+=13960=t70v8xt85,485.834151666667,318.776244,"The critical principle of the reconciliation of opposites as employed by Coleridge, by Alice D. Snyder.",http://hdl.handle.net/2027/loc.ark/13960/t70v8xt85,false,false
loc.ark+=13960=t73v02z4k,482.200714298246,299.4762566754386,Deductions from the world war.,http://hdl.handle.net/2027/loc.ark/13960/t73v02z4k,false,false
loc.ark+=13960=t73v0b266,477.450583,257.8224566,"An address at the reopening of Pardee hall, Lafayette college, November 30, 1880. By Francis A. March ... With an appendix containing a report of other addresses and the general proceedings of the day.",http://hdl.handle.net/2027/loc.ark/13960/t73v0b266,false,false
loc.ark+=13960=t74t7bz0k,477.450583,257.8224566,"Statutes, as revised and adopted to take effect July 1, 1905.",http://hdl.handle.net/2027/loc.ark/13960/t74t7bz0k,false,false
loc.ark+=13960=t77s89x2n,446.96484,195.85075,"A point scale for measuring mental ability / by Robert M. Yerkes, James W. Bridges and Rose S. Hardwick.",http://hdl.handle.net/2027/loc.ark/13960/t77s89x2n,false,false
loc.ark+=13960=t7br9925v,498.136144887218,227.669159360902,"Supply and demand, by Hubert D. Henderson, with an introduction by J.M. Keynes.",http://hdl.handle.net/2027/loc.ark/13960/t7br9925v,false,false
loc.ark+=13960=t7gq7d91f,482.200714298246,299.4762566754386,"War and the king trust; an address to the Anglo-German club, by Amos Pinchot.",http://hdl.handle.net/2027/loc.ark/13960/t7gq7d91f,false,false
loc.ark+=13960=t7gq7j96h,484.02557,315.04975,"The method of the recitation, by Charles A. McMurry and Frank M. McMurry.",http://hdl.handle.net/2027/loc.ark/13960/t7gq7j96h,false,false
loc.ark+=13960=t7kp8rn0j,477.450583,257.8224566,"Higher education of women in Europe, by Helene Lange. Tr. and accompanied by comparative statistics by L.R. Klemm, Ph.D.",http://hdl.handle.net/2027/loc.ark/13960/t7kp8rn0j,false,false
loc.ark+=13960=t7np2j326,477.450583,257.8224566,Education in Central Europe,http://hdl.handle.net/2027/loc.ark/13960/t7np2j326,false,false
loc.ark+=13960=t7qn6hf22,485.9425,312.59204,"Hail, Columbia! Random inpressions of a conservative English radical, by W. L. George; illustrated by George Wright.",http://hdl.handle.net/2027/loc.ark/13960/t7qn6hf22,false,false
loc.ark+=13960=t7rn3mf7w,487.85944,318.736317,"Education in the Philippines, Cuba, Porto Rico, Hawaii, and Samoa.",http://hdl.handle.net/2027/loc.ark/13960/t7rn3mf7w,false,false
loc.ark+=13960=t7rn3nd9t,485.623015,307.0621885,The science of history on an evangelical basis.,http://hdl.handle.net/2027/loc.ark/13960/t7rn3nd9t,false,false
loc.ark+=13960=t7rn3s975,477.450583,257.8224566,"Normal school outlines of the common school and advanced branches ... <A treasury of facts> Containing complete outlines of orthography, etymology, elocution, grammar ... and the science of teaching.",http://hdl.handle.net/2027/loc.ark/13960/t7rn3s975,false,false
loc.ark+=13960=t7tm7zx92,477.450583,257.8224566,Training class syllabus.,http://hdl.handle.net/2027/loc.ark/13960/t7tm7zx92,false,false
loc.ark+=13960=t7wm21944,477.450583,257.8224566,Register of doctors of philosophy of the University of Chicago press [1922],http://hdl.handle.net/2027/loc.ark/13960/t7wm21944,false,false
loc.ark+=13960=t7xk8s43r,484.02557,315.04975,"Scientific method in education, by Ella Flagg Young.",http://hdl.handle.net/2027/loc.ark/13960/t7xk8s43r,false,false
loc.ark+=13960=t82j72b60,446.96484,195.85075,"The physical nature of the child, and how to study it, by Stuart H. Rowe.",http://hdl.handle.net/2027/loc.ark/13960/t82j72b60,false,false
loc.ark+=13960=t83j3xc15,487.85944,318.736317,Education in the Philippines and in Cuba.,http://hdl.handle.net/2027/loc.ark/13960/t83j3xc15,false,false
loc.ark+=13960=t84j10z0p,479.90466,269.154567,Sheakespeare's As you like it;,http://hdl.handle.net/2027/loc.ark/13960/t84j10z0p,false,false
loc.ark+=13960=t85h88b11,477.450583,257.8224566,"The social mind and education, by George Edgar Vincent.",http://hdl.handle.net/2027/loc.ark/13960/t85h88b11,false,false
loc.ark+=13960=t85h8bb68,477.450583,257.8224566,"The evolution of the elementary schools of Great Britain,",http://hdl.handle.net/2027/loc.ark/13960/t85h8bb68,false,false
